Date,Light(minutes),Dark(minutes),Estimated_PPF(umol/m^2*s^1),Temperature(max),Temperature(mean),Temperature(min),RelativeHumidity
2021-01-01 22:00:00,553.2609125171035,886.7390874828965,0.0,30.733333333333334,22.26666666666667,13.766666666666667,30
2021-01-01 23:00:00,553.2609125171035,886.7390874828965,0.0,30.733333333333334,22.26666666666667,13.766666666666667,30
2021-01-02 00:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 01:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 02:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 03:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 04:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 05:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 06:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 07:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 08:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 09:00:00,554.0822869808474,885.9177130191526,241.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 10:00:00,554.0822869808474,885.9177130191526,525.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 11:00:00,554.0822869808474,885.9177130191526,740.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 12:00:00,554.0822869808474,885.9177130191526,855.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 13:00:00,554.0822869808474,885.9177130191526,857.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 14:00:00,554.0822869808474,885.9177130191526,746.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 15:00:00,554.0822869808474,885.9177130191526,534.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 16:00:00,554.0822869808474,885.9177130191526,252.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 17:00:00,554.0822869808474,885.9177130191526,3.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 18:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 19:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 20:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 21:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 22:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-02 23:00:00,554.0822869808474,885.9177130191526,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 00:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 01:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 02:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 03:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 04:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 05:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 06:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 07:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 08:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 09:00:00,554.9692284937336,885.0307715062664,242.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 10:00:00,554.9692284937336,885.0307715062664,526.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 11:00:00,554.9692284937336,885.0307715062664,742.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 12:00:00,554.9692284937336,885.0307715062664,858.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 13:00:00,554.9692284937336,885.0307715062664,861.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 14:00:00,554.9692284937336,885.0307715062664,751.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 15:00:00,554.9692284937336,885.0307715062664,539.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 16:00:00,554.9692284937336,885.0307715062664,257.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 17:00:00,554.9692284937336,885.0307715062664,4.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 18:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 19:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 20:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 21:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 22:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-03 23:00:00,554.9692284937336,885.0307715062664,0.0,30.766666666666666,22.26666666666667,13.766666666666667,30
2021-01-04 00:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 01:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 02:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 03:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 04:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 05:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 06:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 07:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 08:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 09:00:00,555.9208846238399,884.0791153761601,242.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 10:00:00,555.9208846238399,884.0791153761601,527.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 11:00:00,555.9208846238399,884.0791153761601,744.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 12:00:00,555.9208846238399,884.0791153761601,861.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 13:00:00,555.9208846238399,884.0791153761601,865.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 14:00:00,555.9208846238399,884.0791153761601,755.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 15:00:00,555.9208846238399,884.0791153761601,544.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 16:00:00,555.9208846238399,884.0791153761601,262.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 17:00:00,555.9208846238399,884.0791153761601,6.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 18:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 19:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 20:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 21:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 22:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-04 23:00:00,555.9208846238399,884.0791153761601,0.0,30.8,22.266666666666666,13.733333333333334,30
2021-01-05 00:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 01:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 02:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 03:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 04:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 05:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 06:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 07:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 08:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 09:00:00,556.9363494398593,883.0636505601407,243.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 10:00:00,556.9363494398593,883.0636505601407,529.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 11:00:00,556.9363494398593,883.0636505601407,747.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 12:00:00,556.9363494398593,883.0636505601407,865.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 13:00:00,556.9363494398593,883.0636505601407,869.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 14:00:00,556.9363494398593,883.0636505601407,760.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 15:00:00,556.9363494398593,883.0636505601407,550.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 16:00:00,556.9363494398593,883.0636505601407,267.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 17:00:00,556.9363494398593,883.0636505601407,7.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 18:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 19:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 20:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 21:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 22:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-05 23:00:00,556.9363494398593,883.0636505601407,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 00:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 01:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 02:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 03:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 04:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 05:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 06:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 07:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 08:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 09:00:00,558.0146665688559,881.9853334311441,244.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 10:00:00,558.0146665688559,881.9853334311441,531.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 11:00:00,558.0146665688559,881.9853334311441,750.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 12:00:00,558.0146665688559,881.9853334311441,868.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 13:00:00,558.0146665688559,881.9853334311441,874.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 14:00:00,558.0146665688559,881.9853334311441,766.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 15:00:00,558.0146665688559,881.9853334311441,555.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 16:00:00,558.0146665688559,881.9853334311441,272.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 17:00:00,558.0146665688559,881.9853334311441,8.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 18:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 19:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 20:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 21:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 22:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-06 23:00:00,558.0146665688559,881.9853334311441,0.0,30.833333333333332,22.266666666666666,13.700000000000001,30
2021-01-07 00:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 01:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 02:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 03:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 04:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 05:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 06:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 07:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 08:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 09:00:00,559.1548323635259,880.8451676364741,245.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 10:00:00,559.1548323635259,880.8451676364741,533.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 11:00:00,559.1548323635259,880.8451676364741,753.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 12:00:00,559.1548323635259,880.8451676364741,872.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 13:00:00,559.1548323635259,880.8451676364741,879.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 14:00:00,559.1548323635259,880.8451676364741,771.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 15:00:00,559.1548323635259,880.8451676364741,561.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 16:00:00,559.1548323635259,880.8451676364741,278.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 17:00:00,559.1548323635259,880.8451676364741,10.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 18:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 19:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 20:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 21:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 22:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-07 23:00:00,559.1548323635259,880.8451676364741,0.0,30.866666666666664,22.26666666666667,13.733333333333334,30
2021-01-08 00:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 01:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 02:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 03:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 04:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 05:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 06:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 07:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 08:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 09:00:00,560.355799158683,879.644200841317,246.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 10:00:00,560.355799158683,879.644200841317,535.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 11:00:00,560.355799158683,879.644200841317,756.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 12:00:00,560.355799158683,879.644200841317,877.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 13:00:00,560.355799158683,879.644200841317,884.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 14:00:00,560.355799158683,879.644200841317,777.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 15:00:00,560.355799158683,879.644200841317,567.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 16:00:00,560.355799158683,879.644200841317,284.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 17:00:00,560.355799158683,879.644200841317,11.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 18:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 19:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 20:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 21:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 22:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-08 23:00:00,560.355799158683,879.644200841317,0.0,30.866666666666664,22.26666666666667,13.700000000000001,30
2021-01-09 00:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 01:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 02:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 03:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 04:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 05:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 06:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 07:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 08:00:00,561.6164785966897,878.3835214033103,1.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 09:00:00,561.6164785966897,878.3835214033103,248.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 10:00:00,561.6164785966897,878.3835214033103,538.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 11:00:00,561.6164785966897,878.3835214033103,760.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 12:00:00,561.6164785966897,878.3835214033103,881.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 13:00:00,561.6164785966897,878.3835214033103,889.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 14:00:00,561.6164785966897,878.3835214033103,783.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 15:00:00,561.6164785966897,878.3835214033103,573.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 16:00:00,561.6164785966897,878.3835214033103,289.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 17:00:00,561.6164785966897,878.3835214033103,13.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 18:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 19:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 20:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 21:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 22:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-09 23:00:00,561.6164785966897,878.3835214033103,0.0,30.899999999999995,22.3,13.700000000000001,30
2021-01-10 00:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 01:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 02:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 03:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 04:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 05:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 06:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 07:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 08:00:00,562.9357450018751,877.0642549981249,1.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 09:00:00,562.9357450018751,877.0642549981249,250.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 10:00:00,562.9357450018751,877.0642549981249,541.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 11:00:00,562.9357450018751,877.0642549981249,763.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 12:00:00,562.9357450018751,877.0642549981249,886.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 13:00:00,562.9357450018751,877.0642549981249,895.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 14:00:00,562.9357450018751,877.0642549981249,789.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 15:00:00,562.9357450018751,877.0642549981249,580.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 16:00:00,562.9357450018751,877.0642549981249,296.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 17:00:00,562.9357450018751,877.0642549981249,15.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 18:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 19:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 20:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 21:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
2021-01-10 22:00:00,562.9357450018751,877.0642549981249,0.0,30.933333333333334,22.266666666666666,13.700000000000001,30
